39.0,111.0,陕西省,榆林市
39.0,111.2,山西省,忻州市
39.0,111.4,山西省,忻州市
39.0,111.60000000000001,山西省,忻州市
39.0,111.80000000000001,山西省,忻州市
39.0,112.00000000000001,山西省,忻州市
39.0,112.20000000000002,山西省,忻州市
39.0,112.40000000000002,山西省,忻州市
39.0,112.60000000000002,山西省,忻州市
39.0,112.80000000000003,山西省,忻州市
39.0,113.00000000000003,山西省,忻州市
39.0,113.20000000000003,山西省,忻州市
39.0,113.40000000000003,山西省,忻州市
39.0,113.60000000000004,山西省,忻州市
39.0,113.80000000000004,山西省,忻州市
39.0,114.00000000000004,河北省,保定市
39.0,114.20000000000005,河北省,保定市
39.0,114.40000000000005,河北省,保定市
39.0,114.60000000000005,河北省,保定市
39.0,114.80000000000005,河北省,保定市
39.0,115.00000000000006,河北省,保定市
39.0,115.20000000000006,河北省,保定市
39.0,115.40000000000006,河北省,保定市
39.0,115.60000000000007,河北省,保定市
39.0,115.80000000000007,河北省,保定市
39.0,116.00000000000007,河北省,保定市
39.0,116.20000000000007,河北省,保定市
39.0,116.40000000000008,河北省,廊坊市
39.0,116.60000000000008,河北省,廊坊市
39.0,116.80000000000008,天津市,天津市
39.0,117.00000000000009,天津市,天津市
39.0,117.20000000000009,天津市,天津市
39.0,117.40000000000009,天津市,天津市
39.0,117.6000000000001,天津市,天津市
39.0,117.8000000000001,天津市,天津市
39.2,111.0,陕西省,榆林市
39.2,111.2,山西省,忻州市
39.2,111.4,山西省,忻州市
39.2,111.60000000000001,山西省,忻州市
39.2,111.80000000000001,山西省,忻州市
39.2,112.00000000000001,山西省,忻州市
39.2,112.20000000000002,山西省,忻州市
39.2,112.40000000000002,山西省,朔州市
39.2,112.60000000000002,山西省,朔州市
39.2,112.80000000000003,山西省,朔州市
39.2,113.00000000000003,山西省,忻州市
39.2,113.20000000000003,山西省,忻州市
39.2,113.40000000000003,山西省,忻州市
39.2,113.60000000000004,山西省,忻州市
39.2,113.80000000000004,山西省,忻州市
